,nodeID,tau_heu,tau_bench,effective_tau,nu_heu,nu_benchmark,effective_nu,seed_node
4133,4611,0.5,0.01,50.0,1.0,0.01,100.0,0
4134,4612,0.2322342379842378,0.05,4.644684759684756,0.99,0.06,16.5,0
4135,4613,0.32079761904761894,0.02,16.039880952380948,0.99,0.02,49.5,0
4136,4615,0.22744480519480512,0.03,7.581493506493504,1.0,0.04,25.0,0
4137,4616,0.27059956709956695,0.02,13.529978354978347,1.0,0.02,50.0,0
4138,4617,0.22744480519480512,0.02,11.372240259740256,1.0,0.03,33.333333333333336,0
4139,4618,0.26779401154401145,0.015,17.852934102934096,1.0,0.02,50.0,0
4140,4619,0.2624523809523807,0.035,7.498639455782305,0.98,0.05,19.599999999999998,0
4141,4620,0.37426623376623375,0.03,12.475541125541126,0.98,0.03,32.666666666666664,0
4142,4621,0.43755158730158733,0.0,,1.0,0.0,,0
4143,4622,0.21850396825396817,0.02,10.925198412698409,1.0,0.03,33.333333333333336,0
4144,4623,0.3672460317460318,0.025,14.689841269841272,1.0,0.03,33.333333333333336,0
4145,4624,0.34382936507936507,0.035,9.823696145124716,1.0,0.05,20.0,0
4146,4625,0.2883492063492063,0.045,6.4077601410934735,0.99,0.05,19.799999999999997,0
4147,4626,0.3196587301587301,0.018333333333333333,17.435930735930732,1.0,0.03,33.333333333333336,0
4148,4627,0.21850396825396817,0.02,10.925198412698409,1.0,0.03,33.333333333333336,0
4149,4629,0.21850396825396817,0.03,7.283465608465606,1.0,0.04,25.0,0
4150,4630,0.5,0.02,25.0,1.0,0.02,50.0,0
4151,4631,0.32993650793650786,0.03833333333333333,8.607039337474118,1.0,0.05,20.0,0
4152,4632,1.0,0.0,,1.0,0.0,,1
4153,4633,0.20261507936507922,0.04833333333333333,4.192036124794742,1.0,0.07,14.285714285714285,0
4154,4635,0.18602056277056264,0.03166666666666666,5.874333561175663,0.96,0.05,19.2,0
4155,4636,0.1910595238095237,0.04166666666666667,4.585428571428569,0.99,0.06,16.5,0
4156,4638,0.15655278055278044,0.03,5.2184260184260145,0.95,0.04,23.75,0
4157,4639,0.19557972582972577,0.02,9.778986291486289,0.95,0.02,47.5,0
4158,4640,0.21655891330891314,0.035,6.1873975231118035,1.0,0.04,25.0,0
4159,4641,0.2303532856032854,0.05,4.607065712065708,1.0,0.07,14.285714285714285,0
4160,4644,0.2092301587301586,0.06333333333333332,3.303634085213031,1.0,0.08,12.5,0
4161,4645,0.23609126984126977,0.02,11.804563492063489,0.99,0.02,49.5,0
4162,4646,0.294845238095238,0.015,19.6563492063492,1.0,0.02,50.0,0
4163,4647,0.4533015873015874,0.035,12.951473922902498,1.0,0.04,25.0,0
4164,4648,0.30339682539682533,0.0425,7.138748832866478,1.0,0.05,20.0,0
4165,4649,0.24492099567099548,0.04333333333333333,5.652022977022973,1.0,0.05,20.0,0
4166,4650,0.44394444444444453,0.035,12.684126984126985,1.0,0.04,25.0,0
4167,4651,0.36955158730158727,0.025,14.78206349206349,1.0,0.03,33.333333333333336,0
4168,4652,0.33172655122655104,0.045,7.3717011383678015,1.0,0.05,20.0,0
4169,4653,0.21651984126984114,0.04666666666666666,4.63971088435374,0.99,0.06,16.5,0
4170,4654,0.22982683982683969,0.03,7.660894660894656,0.95,0.04,23.75,0
4171,4655,0.3614761904761905,0.03,12.04920634920635,0.99,0.03,33.0,0
4172,4658,0.34631349206349205,0.013333333333333332,25.973511904761907,1.0,0.02,50.0,0
4173,4659,0.29380555555555543,0.02,14.690277777777771,0.97,0.03,32.333333333333336,0
4174,4660,0.19345238095238088,0.045,4.298941798941797,0.98,0.05,19.599999999999998,0
4175,4661,0.26063095238095224,0.045,5.791798941798939,0.99,0.05,19.799999999999997,0
4176,4662,0.24800829725829707,0.015,16.533886483886473,0.99,0.02,49.5,0
4177,4663,0.32117496392496375,0.005,64.23499278499276,1.0,0.01,100.0,0
4178,4664,0.26899999999999985,0.015,17.933333333333323,0.99,0.03,33.0,0
4179,4665,0.26445634920634903,0.05,5.28912698412698,1.0,0.05,20.0,0
4180,4666,0.22957936507936508,0.03,7.652645502645503,0.99,0.03,33.0,0
4181,4667,0.18036122211122202,0.025,7.21444888444888,0.99,0.04,24.75,0
4182,4668,0.18036122211122202,0.025,7.21444888444888,0.99,0.04,24.75,0
4183,4669,0.2683968253968253,0.03,8.946560846560844,1.0,0.03,33.333333333333336,0
4184,4670,0.18036122211122202,0.075,2.404816294816294,0.99,0.09,11.0,0
4185,4671,0.22998015873015862,0.03,7.666005291005288,1.0,0.03,33.333333333333336,0
4186,4672,0.16755555555555537,0.055,3.046464646464643,0.94,0.07,13.428571428571427,0
4187,4673,0.21213924963924952,0.013333333333333332,15.910443722943715,1.0,0.02,50.0,0
4188,4674,0.1759772727272726,0.03,5.865909090909087,1.0,0.04,25.0,0
4189,4675,0.170626984126984,0.0,,0.98,0.0,,0
4190,4677,0.39975396825396836,0.055,7.26825396825397,1.0,0.06,16.666666666666668,0
4191,4678,0.33234523809523814,0.035,9.495578231292518,1.0,0.04,25.0,0
4192,4681,0.250150183150183,0.03,8.338339438339434,1.0,0.03,33.333333333333336,0
4193,4682,0.22966666666666655,0.03,7.6555555555555515,1.0,0.03,33.333333333333336,0
4194,4683,0.1786868686868686,0.03666666666666667,4.873278236914598,0.99,0.06,16.5,0
4195,4684,0.4149801587301588,0.028333333333333335,14.646358543417369,0.99,0.05,19.799999999999997,0
4196,4686,0.24226984126984116,0.025,9.690793650793646,1.0,0.03,33.333333333333336,0
4197,4687,0.24377777777777773,0.04,6.094444444444443,0.97,0.04,24.25,0
4198,4688,0.23879761904761895,0.015,15.919841269841264,1.0,0.02,50.0,0
4199,4689,0.314861111111111,0.02,15.743055555555548,0.99,0.02,49.5,0
4200,4692,0.1741749639249639,0.02333333333333333,7.464641311069882,0.91,0.04,22.75,0
4201,4693,0.1849687257187257,0.028333333333333335,6.5283079665432595,0.95,0.05,18.999999999999996,0
4202,4694,0.1741749639249639,0.02333333333333333,7.464641311069882,0.91,0.04,22.75,0
4203,4695,0.1741749639249639,0.013333333333333332,13.063122294372294,0.91,0.03,30.333333333333336,0
4204,4696,0.1741749639249639,0.013333333333333332,13.063122294372294,0.91,0.03,30.333333333333336,0
4205,4697,0.1741749639249639,0.02333333333333333,7.464641311069882,0.91,0.04,22.75,0
4206,4698,0.1741749639249639,0.02333333333333333,7.464641311069882,0.91,0.04,22.75,0
4207,4699,0.1741749639249639,0.03333333333333333,5.225248917748917,0.91,0.05,18.2,0
4208,4700,0.1741749639249639,0.04333333333333333,4.019422244422245,0.91,0.06,15.166666666666668,0
4209,4701,0.1741749639249639,0.03333333333333333,5.225248917748917,0.91,0.05,18.2,0
4210,4702,0.1741749639249639,0.05333333333333334,3.265780573593073,0.91,0.07,13.0,0
4211,4703,0.1741749639249639,0.013333333333333332,13.063122294372294,0.91,0.03,30.333333333333336,0
4212,4704,0.1741749639249639,0.05333333333333334,3.265780573593073,0.91,0.07,13.0,0
4213,4705,0.2406352813852813,0.02,12.031764069264065,0.95,0.03,31.666666666666668,0
4214,4706,0.2631746031746031,0.01,26.317460317460313,0.98,0.01,98.0,0
4215,4707,0.1741749639249639,0.02333333333333333,7.464641311069882,0.91,0.04,22.75,0
4216,4708,0.1741749639249639,0.03333333333333333,5.225248917748917,0.91,0.05,18.2,0
4217,4709,0.25696067821067814,0.01,25.696067821067814,0.99,0.02,49.5,0
4218,4710,0.2021352813852813,0.015,13.475685425685421,1.0,0.02,50.0,0
4219,4711,0.1741749639249639,0.04333333333333333,4.019422244422245,0.91,0.06,15.166666666666668,0
4220,4712,1.0,0.035,28.57142857142857,1.0,0.04,25.0,1
4221,4713,0.32767063492063486,0.03,10.922354497354496,0.98,0.03,32.666666666666664,0
4222,4714,0.2988333333333332,0.02,14.941666666666658,1.0,0.02,50.0,0
4223,4715,0.2950916305916305,0.015,19.67277537277537,1.0,0.02,50.0,0
4224,4716,0.2370238095238093,0.018333333333333333,12.928571428571416,0.99,0.03,33.0,0
4225,4717,0.26922619047619045,0.03,8.974206349206348,1.0,0.03,33.333333333333336,0
4226,4718,0.21284163059163042,0.028333333333333332,7.512057550292838,1.0,0.04,25.0,0
4227,4719,0.32589718614718605,0.015,21.72647907647907,0.99,0.02,49.5,0
4228,4720,0.5,0.02,25.0,1.0,0.03,33.333333333333336,0
4229,4721,0.348126984126984,0.02,17.4063492063492,1.0,0.03,33.333333333333336,0
4230,4723,0.20712734487734477,0.05499999999999999,3.765951725042633,1.0,0.09,11.11111111111111,0
4231,4725,0.21862337662337647,0.02,10.931168831168824,1.0,0.02,50.0,0
4232,4726,0.23026587301587287,0.0125,18.42126984126983,1.0,0.02,50.0,0
4233,4727,0.18245670995670984,0.015,12.163780663780656,0.96,0.02,48.0,0
4234,4728,0.2366190476190476,0.01,23.661904761904758,0.96,0.01,96.0,0
4235,4733,0.24548412698412686,0.04,6.137103174603172,0.99,0.05,19.799999999999997,0
4236,4735,0.2143095238095238,0.0,,0.98,0.0,,0
4237,4736,0.170626984126984,0.01,17.0626984126984,0.98,0.01,98.0,0
4238,4737,0.15588564213564202,0.02333333333333333,6.680813234384659,0.89,0.03,29.666666666666668,0
4239,4738,0.170626984126984,0.0,,0.98,0.0,,0
4240,4739,0.23159523809523797,0.03,7.7198412698412655,1.0,0.04,25.0,0
4241,4740,0.170626984126984,0.01,17.0626984126984,0.98,0.01,98.0,0
4242,4741,0.2858214285714284,0.055,5.196753246753244,1.0,0.06,16.666666666666668,0
4243,4742,0.3542261904761904,0.02,17.711309523809522,1.0,0.02,50.0,0
4244,4743,0.16662770562770543,0.03,5.554256854256848,0.99,0.05,19.799999999999997,0
4245,4744,0.3504246031746032,0.0,,1.0,0.0,,0
4246,4745,0.34042857142857147,0.018333333333333333,18.56883116883117,0.98,0.03,32.666666666666664,0
4247,4746,0.1954448051948051,0.035,5.584137291280145,0.99,0.04,24.75,0
4248,4748,0.24505952380952362,0.04,6.1264880952380905,1.0,0.04,25.0,0
4249,4749,0.19624278499278489,0.01,19.62427849927849,0.98,0.02,49.0,0
4250,4750,0.21290873015873008,0.03,7.09695767195767,1.0,0.04,25.0,0
4251,4751,0.2627384559884559,0.025,10.509538239538236,1.0,0.03,33.333333333333336,0
4252,4752,0.18092038517038503,0.05,3.6184077034077005,0.99,0.07,14.14285714285714,0
4253,4753,0.18092038517038503,0.03,6.030679505679501,0.99,0.05,19.799999999999997,0
4254,4754,0.18092038517038503,0.04,4.523009629259626,0.99,0.06,16.5,0
4255,4755,0.20501984126984113,0.04333333333333333,4.731227106227103,0.98,0.06,16.333333333333332,0
4256,4756,0.25910317460317456,0.012,21.59193121693121,1.0,0.02,50.0,0
4257,4757,0.20008730158730154,0.04333333333333334,4.617399267399265,0.99,0.06,16.5,0
4258,4759,0.19401587301587286,0.015,12.934391534391525,0.99,0.02,49.5,0
4259,4760,0.284086691086691,0.01,28.4086691086691,1.0,0.01,100.0,0
4260,4761,0.5,0.0,,1.0,0.0,,0
4261,4762,0.5,0.06,8.333333333333334,1.0,0.06,16.666666666666668,0
4262,4763,0.5,0.03,16.666666666666668,1.0,0.03,33.333333333333336,0
4263,4764,0.3023333333333332,0.04,7.558333333333329,0.98,0.04,24.5,0
4264,4765,0.2545252525252524,0.03,8.48417508417508,0.99,0.04,24.75,0
4265,4766,0.5,0.02,25.0,1.0,0.02,50.0,0
4266,4767,0.3291709956709955,0.04,8.229274891774887,1.0,0.04,25.0,0
4267,4771,0.2589689754689754,0.01,25.89689754689754,0.99,0.01,99.0,0
4268,4773,0.20450036075036068,0.047,4.351071505326823,0.98,0.06,16.333333333333332,0
4269,4774,0.22682850482850486,0.003333333333333333,68.04855144855146,0.99,0.01,99.0,0
4270,4776,0.2722344877344877,0.0125,21.778759018759015,0.98,0.02,49.0,0
4271,4777,0.2741388888888888,0.03333333333333333,8.224166666666665,0.98,0.04,24.5,0
4272,4778,0.3232106782106781,0.01,32.321067821067814,1.0,0.01,100.0,0
4273,4779,0.23322557997557983,0.03,7.7741859991859945,0.98,0.04,24.5,0
4274,4780,0.3458849206349206,0.01,34.58849206349206,1.0,0.01,100.0,0
4275,4781,0.27844480519480513,0.0,,1.0,0.0,,0
4276,4782,0.2151230158730157,0.03833333333333334,5.611904761904756,0.99,0.06,16.5,0
4277,4783,0.4706785714285715,0.02,23.533928571428575,1.0,0.03,33.333333333333336,0
4278,4785,0.1913459595959595,0.045,4.252132435465767,0.96,0.06,16.0,0
4279,4786,0.2081670274170273,0.05833333333333334,3.568577612863325,1.0,0.07,14.285714285714285,0
4280,4787,0.1913459595959595,0.035,5.467027417027414,0.96,0.05,19.2,0
4281,4788,0.1699808802308801,0.01,16.99808802308801,0.99,0.01,99.0,0
4282,4789,0.200297619047619,0.018333333333333333,10.925324675324672,0.99,0.03,33.0,0
4283,4790,0.1913459595959595,0.015,12.756397306397302,0.96,0.03,32.0,0
4284,4791,0.24856782106782102,0.035,7.101937744794886,0.93,0.04,23.25,0
4285,4792,0.2454408369408367,0.0275,8.925121343303154,1.0,0.04,25.0,0
4286,4793,0.20114718614718602,0.028333333333333332,7.099312452253624,0.99,0.04,24.75,0
4287,4794,0.1913459595959595,0.055,3.479017447199264,0.96,0.07,13.714285714285712,0
4288,4795,0.24980158730158716,0.02,12.490079365079358,0.99,0.02,49.5,0
4289,4796,0.25137734487734487,0.03,8.37924482924483,0.96,0.03,32.0,0
4290,4797,0.2884920634920634,0.005,57.69841269841268,0.99,0.01,99.0,0
4291,4798,0.31841341991341987,0.01,31.841341991341988,1.0,0.01,100.0,0
4292,4799,0.2180357142857142,0.01,21.80357142857142,1.0,0.01,100.0,0
4293,4800,0.1953015873015872,0.04,4.88253968253968,0.99,0.04,24.75,0
4294,4801,0.16363600288600272,0.04833333333333334,3.385572473503504,0.95,0.08,11.875,0
4295,4803,0.2019722222222221,0.05333333333333334,3.786979166666664,0.97,0.07,13.857142857142856,0
4296,4804,0.2019722222222221,0.06333333333333332,3.189035087719297,0.97,0.08,12.125,0
4297,4805,0.20019047619047609,0.035,5.719727891156459,0.99,0.05,19.799999999999997,0
4298,4806,0.2019722222222221,0.07333333333333333,2.754166666666665,0.97,0.09,10.777777777777779,0
4299,4807,0.2019722222222221,0.02333333333333333,8.655952380952376,0.97,0.04,24.25,0
4300,4808,0.26961086136086126,0.025,10.78443445443445,0.97,0.03,32.333333333333336,0
4301,4809,0.2297741702741702,0.03,7.659139009139007,1.0,0.03,33.333333333333336,0
4302,4810,0.24586050061050047,0.05333333333333333,4.609884386446884,1.0,0.08,12.5,0
4303,4811,0.34357936507936515,0.05,6.871587301587303,1.0,0.06,16.666666666666668,0
4304,4813,0.23214718614718602,0.0425,5.462286732874965,1.0,0.06,16.666666666666668,0
4305,4814,0.2748452380952379,0.03333333333333333,8.245357142857138,0.99,0.04,24.75,0
4306,4815,0.2340198412698411,0.02,11.700992063492055,1.0,0.02,50.0,0
4307,4816,0.2242940115440115,0.03,7.47646705146705,0.99,0.03,33.0,0
4308,4817,0.2242940115440115,0.01,22.42940115440115,0.99,0.01,99.0,0
4309,4818,0.279047619047619,0.0,,1.0,0.0,,0
4310,4819,0.20435750360750354,0.03,6.811916786916785,1.0,0.05,20.0,0
4311,4820,0.26971428571428563,0.04,6.74285714285714,1.0,0.04,25.0,0
4312,4821,0.16892243867243856,0.025,6.756897546897542,0.95,0.04,23.75,0
4313,4822,0.41548809523809527,0.01,41.548809523809524,0.99,0.01,99.0,0
4314,4823,0.19911544011544,0.05,3.9823088023087996,0.98,0.05,19.599999999999998,0
4315,4824,0.26017063492063464,0.03,8.672354497354489,1.0,0.03,33.333333333333336,0
4316,4825,0.20378571428571415,0.02,10.189285714285708,0.99,0.02,49.5,0
4317,4826,0.24137698412698402,0.0425,5.679458450046683,1.0,0.06,16.666666666666668,0
4318,4827,0.3335793650793649,0.02333333333333333,14.296258503401356,1.0,0.03,33.333333333333336,0
4319,4828,1.0,0.015,66.66666666666667,1.0,0.02,50.0,1
4320,4829,0.2256547619047618,0.0,,0.99,0.0,,0
4321,4830,0.2328888888888887,0.03,7.762962962962957,0.98,0.04,24.5,0
4322,4831,0.3226507936507935,0.02,16.132539682539676,0.98,0.02,49.0,0
4323,4832,0.2712067099567098,0.04,6.780167748917745,1.0,0.04,25.0,0
4324,4833,0.31007539682539664,0.02,15.503769841269833,1.0,0.03,33.333333333333336,0
4325,4834,0.5,0.025,20.0,1.0,0.03,33.333333333333336,0
4326,4835,0.5,0.015,33.333333333333336,1.0,0.02,50.0,0
4327,4836,0.5,0.045,11.11111111111111,1.0,0.05,20.0,0
4328,4837,0.3534999999999999,0.04,8.837499999999999,1.0,0.05,20.0,0
4329,4838,0.3606237373737374,0.01,36.06237373737374,0.98,0.02,49.0,0
4330,4839,0.5,0.035,14.285714285714285,1.0,0.04,25.0,0
4331,4840,0.21305266955266938,0.01,21.305266955266937,0.98,0.02,49.0,0
4332,4841,0.5,0.045,11.11111111111111,1.0,0.05,20.0,0
4333,4842,0.37109126984126983,0.03333333333333333,11.132738095238095,0.99,0.05,19.799999999999997,0
4334,4843,0.26592460317460304,0.025,10.636984126984121,1.0,0.03,33.333333333333336,0
4335,4844,0.3341739926739926,0.028333333333333332,11.79437621202327,0.98,0.05,19.599999999999998,0
4336,4845,0.5,0.015,33.333333333333336,1.0,0.02,50.0,0
4337,4846,0.30115115440115436,0.0,,0.99,0.0,,0
4338,4847,0.5,0.025,20.0,1.0,0.03,33.333333333333336,0
4339,4848,0.5,0.005,100.0,1.0,0.01,100.0,0
4340,4849,0.3570079365079365,0.018333333333333333,19.47316017316017,1.0,0.03,33.333333333333336,0
4341,4850,0.293397186147186,0.09333333333333334,3.1435412801484213,0.99,0.11,9.0,0
4342,4851,0.28937301587301567,0.02333333333333333,12.401700680272102,1.0,0.03,33.333333333333336,0
4343,4852,0.25234920634920627,0.025,10.09396825396825,1.0,0.03,33.333333333333336,0
4344,4853,0.32702453102453094,0.03333333333333333,9.810735930735929,0.99,0.04,24.75,0
4345,4854,0.3254441946941946,0.03833333333333333,8.48984855723986,0.98,0.06,16.333333333333332,0
4346,4855,0.5,0.03,16.666666666666668,1.0,0.04,25.0,0
4347,4856,0.2922976190476189,0.03,9.743253968253963,0.99,0.03,33.0,0
4348,4857,0.5,0.035,14.285714285714285,1.0,0.04,25.0,0
4349,4858,0.5,0.025,20.0,1.0,0.03,33.333333333333336,0
4350,4859,0.24456746031746018,0.03,8.152248677248673,1.0,0.03,33.333333333333336,0
4351,4860,0.35480591630591635,0.05333333333333334,6.652610930735931,0.98,0.07,13.999999999999998,0
4352,4861,0.5,0.035,14.285714285714285,1.0,0.04,25.0,0
4353,4862,0.3676650432900432,0.02,18.38325216450216,0.99,0.03,33.0,0
4354,4863,0.5,0.025,20.0,1.0,0.03,33.333333333333336,0
4355,4864,0.248095238095238,0.04,6.20238095238095,1.0,0.04,25.0,0
4356,4866,0.28421428571428553,0.0125,22.737142857142842,0.99,0.02,49.5,0
4357,4867,0.16363600288600272,0.05833333333333334,2.8051886209029036,0.95,0.09,10.555555555555555,0
4358,4868,0.16363600288600272,0.028333333333333332,5.7753883371530375,0.95,0.06,15.833333333333334,0
4359,4869,0.16363600288600272,0.028333333333333332,5.7753883371530375,0.95,0.06,15.833333333333334,0
4360,4870,0.176628427128427,0.04333333333333334,4.076040626040622,0.95,0.06,15.833333333333334,0
4361,4871,0.16363600288600272,0.04833333333333334,3.385572473503504,0.95,0.08,11.875,0
4362,4872,0.16363600288600272,0.05,3.272720057720054,0.95,0.07,13.57142857142857,0
4363,4873,0.16363600288600272,0.03833333333333334,4.2687652926783315,0.95,0.07,13.57142857142857,0
4364,4874,0.16895707070707056,0.03166666666666666,5.335486443381176,0.97,0.06,16.166666666666668,0
4365,4875,0.2058730158730158,0.055,3.7431457431457416,0.95,0.06,15.833333333333334,0
4366,4876,0.2100562770562769,0.0575,3.6531526444569895,1.0,0.07,14.285714285714285,0
4367,4879,0.22306385281385274,0.02,11.153192640692637,0.98,0.02,49.0,0
4368,4880,0.5,0.01,50.0,1.0,0.01,100.0,0
4369,4881,0.2632857142857141,0.003333333333333333,78.98571428571424,1.0,0.01,100.0,0
4370,4882,0.4374206349206349,0.02,21.871031746031743,1.0,0.02,50.0,0
4371,4883,0.24108369408369396,0.035,6.888105545248398,0.99,0.04,24.75,0
4372,4884,0.20068759018759014,0.015,13.379172679172676,0.96,0.02,48.0,0
4373,4885,0.37425371850371847,0.015,24.9502479002479,1.0,0.02,50.0,0
4374,4886,0.1582060994560993,0.008333333333333333,18.984731934731915,0.98,0.02,49.0,0
4375,4887,0.26854870129870123,0.04833333333333334,5.55618002686968,0.98,0.08,12.25,0
4376,4889,0.2015959595959594,0.045,4.479910213243542,1.0,0.06,16.666666666666668,0
4377,4890,0.23714357864357846,0.04,5.928589466089462,1.0,0.05,20.0,0
4378,4891,0.35248748473748465,0.02,17.62437423687423,0.99,0.02,49.5,0
4379,4893,0.24411111111111108,0.008333333333333333,29.29333333333333,0.99,0.02,49.5,0
4380,4894,0.21631746031746021,0.018333333333333333,11.799134199134194,0.99,0.03,33.0,0
4381,4896,0.5,0.02,25.0,1.0,0.03,33.333333333333336,0
4382,4897,0.20803174603174596,0.026666666666666665,7.801190476190474,1.0,0.05,20.0,0
4383,4898,0.2290753968253966,0.03833333333333334,5.975879917184258,1.0,0.05,20.0,0
4384,4899,0.22070238095238082,0.01,22.070238095238082,0.98,0.01,98.0,0
4385,4900,0.1968615828615828,0.008333333333333333,23.623389943389938,0.98,0.02,49.0,0
4386,4901,0.21467471417471404,0.023333333333333334,9.200344893202029,1.0,0.03,33.333333333333336,0
4387,4903,0.5,0.04833333333333333,10.344827586206897,1.0,0.06,16.666666666666668,0
4388,4904,0.5,0.02,25.0,1.0,0.03,33.333333333333336,0
4389,4905,0.5,0.025,20.0,1.0,0.03,33.333333333333336,0
4390,4906,0.5,0.03333333333333333,15.0,1.0,0.04,25.0,0
4391,4908,0.5,0.035,14.285714285714285,1.0,0.04,25.0,0
4392,4909,0.3802335164835165,0.045,8.4496336996337,1.0,0.05,20.0,0
4393,4910,0.32490277777777776,0.035,9.282936507936506,0.97,0.04,24.25,0
4394,4911,0.5,0.045,11.11111111111111,1.0,0.05,20.0,0
4395,4912,0.5,0.03,16.666666666666668,1.0,0.04,25.0,0
4396,4913,0.5,0.025,20.0,1.0,0.03,33.333333333333336,0
4397,4914,0.5,0.01,50.0,1.0,0.02,50.0,0
4398,4915,0.2180443722943722,0.0,,1.0,0.0,,0
4399,4916,0.5,0.035,14.285714285714285,1.0,0.04,25.0,0
4400,4917,0.5,0.045,11.11111111111111,1.0,0.05,20.0,0
4401,4918,0.5,0.005,100.0,1.0,0.01,100.0,0
4402,4919,0.5,0.015,33.333333333333336,1.0,0.02,50.0,0
4403,4920,0.3631269841269841,0.015,24.208465608465605,1.0,0.02,50.0,0
4404,4921,0.5,0.005,100.0,1.0,0.01,100.0,0
4405,4922,0.5,0.035,14.285714285714285,1.0,0.04,25.0,0
4406,4923,0.27750335775335755,0.0,,0.99,0.0,,0
4407,4924,0.25676190476190464,0.01,25.676190476190463,0.99,0.01,99.0,0
4408,4925,0.3128499278499277,0.015,20.856661856661848,0.99,0.02,49.5,0
4409,4926,0.18283766233766222,0.015,12.189177489177482,0.98,0.02,49.0,0
4410,4927,0.5,0.008333333333333333,60.0,1.0,0.02,50.0,0
4411,4929,0.31792063492063477,0.01,31.792063492063477,1.0,0.01,100.0,0
4412,4931,0.21271367521367504,0.05833333333333334,3.646520146520143,0.97,0.09,10.777777777777779,0
4413,4932,0.34153571428571416,0.04166666666666666,8.196857142857143,0.97,0.08,12.125,0
4414,4933,0.2994285714285712,0.05166666666666666,5.795391705069121,0.98,0.07,13.999999999999998,0
4415,4934,0.3160912698412698,0.025,12.64365079365079,0.99,0.03,33.0,0
4416,4935,0.5,0.03,16.666666666666668,1.0,0.03,33.333333333333336,0
4417,4936,0.36067496392496395,0.025,14.426998556998557,0.98,0.03,32.666666666666664,0
4418,4937,0.2564047619047618,0.05,5.128095238095236,1.0,0.05,20.0,0
4419,4938,0.2917380952380952,0.03,9.724603174603173,0.99,0.04,24.75,0
4420,4940,0.16011266511266498,0.03,5.3370888370888325,0.98,0.03,32.666666666666664,0
4421,4942,0.34359523809523806,0.015,22.906349206349205,0.99,0.02,49.5,0
4422,4943,0.1989963924963924,0.05,3.9799278499278476,1.0,0.05,20.0,0
4423,4944,0.29592063492063486,0.04,7.398015873015871,1.0,0.04,25.0,0
4424,4945,0.19743362193362177,0.013333333333333332,14.807521645021634,1.0,0.03,33.333333333333336,0
4425,4946,0.3706071428571429,0.055,6.738311688311689,0.99,0.06,16.5,0
4426,4947,0.22790909090909076,0.01,22.790909090909075,1.0,0.01,100.0,0
4427,4948,1.0,0.03,33.333333333333336,1.0,0.03,33.333333333333336,1
4428,4950,0.18219588744588738,0.015,12.146392496392492,0.95,0.02,47.5,0
4429,4951,0.18219588744588738,0.05,3.6439177489177474,0.95,0.05,18.999999999999996,0
4430,4952,0.21913034188034164,0.04333333333333334,5.056854043392498,0.99,0.06,16.5,0
4431,4953,0.3399007936507937,0.02,16.995039682539684,1.0,0.03,33.333333333333336,0
4432,4954,0.4776190476190476,0.035,13.64625850340136,1.0,0.04,25.0,0
4433,4957,0.20658369408369384,0.013333333333333332,15.49377705627704,0.98,0.02,49.0,0
4434,4960,0.23229761904761898,0.02,11.614880952380949,1.0,0.03,33.333333333333336,0
4435,4962,0.3044725829725829,0.02,15.223629148629145,1.0,0.02,50.0,0
4436,4963,0.2045555555555554,0.03,6.8185185185185135,0.99,0.03,33.0,0
4437,4964,0.27009956709956695,0.025,10.803982683982678,0.98,0.03,32.666666666666664,0
4438,4965,0.21676984126984122,0.04583333333333333,4.729523809523809,1.0,0.06,16.666666666666668,0
4439,4966,0.25944780219780206,0.01,25.944780219780206,1.0,0.01,100.0,0
4440,4967,1.0,0.04,25.0,1.0,0.04,25.0,1
4441,4969,0.20098051948051934,0.028333333333333332,7.093430099312448,0.98,0.05,19.599999999999998,0
4442,4970,0.2255873015873015,0.03833333333333333,5.884886128364387,1.0,0.06,16.666666666666668,0
4443,4971,0.20098051948051934,0.05833333333333334,3.4453803339517597,0.98,0.08,12.25,0
4444,4972,0.22133369408369394,0.04333333333333334,5.107700632700628,0.98,0.06,16.333333333333332,0
4445,4973,0.20209126984126974,0.04,5.052281746031744,0.99,0.05,19.799999999999997,0
4446,4974,0.23657539682539666,0.035,6.7592970521541895,1.0,0.04,25.0,0
4447,4975,0.18491269841269833,0.04166666666666666,4.437904761904761,1.0,0.07,14.285714285714285,0
4448,4976,0.2771547619047618,0.0325,8.527838827838824,1.0,0.04,25.0,0
4449,4977,0.28418253968253954,0.005,56.83650793650791,1.0,0.01,100.0,0
4450,4978,0.2382622655122653,0.04033333333333333,5.907328896998313,1.0,0.07,14.285714285714285,0
4451,4979,0.2382622655122653,0.02033333333333333,11.717816336668786,1.0,0.05,20.0,0
4452,4980,0.3140595238095238,0.015,20.937301587301587,1.0,0.02,50.0,0
4453,4981,0.2281269841269841,0.05,4.562539682539682,1.0,0.05,20.0,0
4454,4982,0.23841702741702736,0.04,5.960425685425684,0.99,0.04,24.75,0
4455,4983,0.24320634920634915,0.01,24.320634920634916,0.98,0.02,49.0,0
4456,4985,0.2314841269841269,0.025,9.259365079365075,0.99,0.04,24.75,0
4457,4986,0.31881349206349197,0.03,10.6271164021164,1.0,0.03,33.333333333333336,0
4458,4987,0.2832460317460315,0.01,28.32460317460315,1.0,0.01,100.0,0
4459,4988,0.26029365079365063,0.02,13.014682539682532,1.0,0.02,50.0,0
4460,4989,0.2877103174603174,0.02,14.38551587301587,1.0,0.02,50.0,0
